innvandring,kjonn,alder,tillit,utdanning,venstre_hoyre
7,Male,66,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
7,Female,55,6,Forkurs til universitet/høgskole som ikke gir studiepoeng,5
8,Female,44,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",8
8,Male,29,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
6,Male,48,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Male,65,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Left
8,Female,15,9,Barneskole (første del av obligatorisk utdanning),8
4,Female,17,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
8,Male,48,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
5,Male,52,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",4
9,Female,45,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
5,Male,71,1,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",1
6,Female,45,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
5,Female,28,9,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Male,78,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
7,Female,39,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",6
7,Female,24,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
5,Male,16,8,Barneskole (første del av obligatorisk utdanning),4
1,Male,55,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
5,Male,74,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
6,Male,75,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
8,Male,53,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
7,Male,42,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",7
1,Male,64,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
NA,Female,37,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
3,Female,62,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
8,Male,28,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",2
5,Male,46,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",9
10,Male,28,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
8,Male,51,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",6
5,Female,18,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",3
1,Male,65,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",1
5,Male,19,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",NA
7,Male,43,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
4,Male,17,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
10,Male,32,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Male,69,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
7,Male,58,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Female,44,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
5,Female,20,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",2
5,Male,38,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
3,Male,25,4,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",8
3,Male,49,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
7,Female,48,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
6,Male,23,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
8,Male,19,9,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",6
5,Female,42,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
6,Female,17,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Female,47,4,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
5,Female,50,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",4
6,Male,19,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",9
4,Male,18,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
2,Male,38,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
5,Male,65,8,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
8,Male,41,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
7,Female,44,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",1
3,Male,73,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
7,Female,29,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
4,Female,34,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
7,Male,56,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
0,Male,61,7,"Forskernivå (Doktorgrad, Ph.d.)",8
7,Male,55,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
8,Female,55,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
9,Male,51,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
5,Male,20,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
4,Male,72,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
5,Female,31,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
7,Male,31,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",9
7,Female,71,8,"Forskernivå (Doktorgrad, Ph.d.)",1
3,Male,61,4,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",6
7,Male,38,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
5,Male,58,6,"Forskernivå (Doktorgrad, Ph.d.)",3
5,Male,59,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
10,Male,59,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Right
8,Male,42,3,Barneskole (første del av obligatorisk utdanning),5
10,Female,19,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
8,Female,46,8,"Forskernivå (Doktorgrad, Ph.d.)",6
5,Male,66,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",4
5,Male,37,3,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",6
10,Female,41,8,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
5,Male,65,4,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",1
5,Male,66,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
5,Female,66,2,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",2
1,Male,32,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
7,Male,16,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
5,Male,50,1,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",9
7,Male,47,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
4,Male,52,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
4,Male,49,No trust at all,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",3
3,Female,42,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Female,55,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",1
5,Female,25,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
8,Male,21,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
5,Female,90,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",9
10,Male,82,2,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",5
5,Male,72,8,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
7,Female,27,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
5,Male,86,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Female,81,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
8,Female,53,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
NA,Male,58,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
6,Male,66,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",Left
5,Female,27,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
NA,Female,54,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",6
1,Male,72,8,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Right
5,Female,79,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
6,Male,57,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
7,Female,56,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
5,Female,72,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",9
6,Female,75,3,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",4
4,Male,71,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",NA
NA,Male,75,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
5,Male,NA,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Male,41,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
5,Male,66,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
7,Female,58,2,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
5,Male,80,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
6,Male,65,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
3,Female,78,4,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",2
5,Female,38,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
4,Male,16,NA,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
5,Male,50,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",7
9,Male,69,8,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",2
8,Female,22,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
4,Male,51,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",9
5,Male,37,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
6,Male,26,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",7
4,Male,75,4,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",8
2,Male,53,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
8,Female,41,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
6,Female,52,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Female,64,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",2
8,Female,42,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
8,Female,54,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
5,Female,46,3,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
6,Male,66,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
7,Female,27,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
5,Male,64,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Female,61,9,NA,8
9,Female,60,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",Left
8,Male,33,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",1
5,Male,75,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",6
9,Male,42,9,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
4,Male,50,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",9
5,Male,40,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
7,Female,36,9,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",9
5,Male,39,3,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
3,Female,49,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",9
9,Male,17,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
9,Female,58,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
4,Male,60,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
6,Male,38,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
7,Female,41,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
7,Female,49,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
6,Male,72,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
7,Male,38,4,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",4
5,Female,58,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
7,Female,26,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
4,Female,17,NA,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
2,Female,48,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
3,Female,NA,NA,"Forskernivå (Doktorgrad, Ph.d.)",2
5,Male,49,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
10,Male,32,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",4
5,Male,31,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
6,Female,33,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",1
8,Male,30,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
7,Female,81,3,Vitnemål fra folkehøgskole,4
3,Female,53,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
7,Female,22,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
9,Female,66,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",1
5,Male,72,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
3,Male,40,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
7,Female,66,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
8,Female,39,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
7,Female,73,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
9,Female,63,8,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
7,Male,16,8,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
6,Female,42,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",NA
6,Male,25,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
9,Female,35,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
3,Male,43,Complete trust,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
0,Male,37,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",NA
8,Male,57,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",3
6,Male,47,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
7,Female,62,8,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",5
9,Female,37,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
8,Female,58,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",Left
5,Male,22,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
5,Male,48,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
5,Female,21,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",1
9,Female,31,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
7,Female,58,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",4
10,Male,50,7,"Forskernivå (Doktorgrad, Ph.d.)",3
5,Male,53,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",6
5,Male,69,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
5,Female,22,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",4
10,Female,58,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",2
3,Male,59,2,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",6
7,Male,40,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Female,15,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Left
7,Male,81,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
8,Male,19,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
7,Male,37,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
9,Female,29,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
8,Male,75,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
8,Male,35,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
5,Female,38,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",3
8,Male,27,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",NA
5,Male,21,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",Right
3,Male,NA,No trust at all,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",NA
4,Female,59,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
5,Female,53,8,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",2
7,Male,64,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",7
3,Male,45,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
0,Male,30,1,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",NA
7,Female,44,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Female,28,4,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
6,Female,61,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
7,Male,20,Complete trust,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
8,Male,51,7,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",1
8,Female,51,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
10,Male,73,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",Left
7,Female,63,8,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",1
7,Male,75,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Right
6,Female,29,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
5,Male,75,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
8,Female,57,6,"Forskernivå (Doktorgrad, Ph.d.)",3
4,Female,30,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",2
5,Female,52,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Male,38,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
7,Male,17,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
4,Female,46,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
5,Female,60,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
5,Female,70,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
3,Female,48,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
4,Male,62,4,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",3
2,Male,36,No trust at all,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",NA
4,Male,23,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
8,Female,62,9,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Female,63,9,Vitnemål fra folkehøgskole,4
5,Male,53,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
5,Male,69,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
4,Male,56,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
6,Male,NA,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
5,Female,51,8,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
8,Male,40,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
8,Male,63,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
5,Male,48,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
5,Female,55,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",7
7,Female,77,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Left
6,Female,35,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
8,Male,26,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
5,Female,18,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Female,17,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Male,70,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
9,Male,46,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",1
9,Female,40,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",6
8,Female,48,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
5,Female,20,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
8,Male,64,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
7,Male,60,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
8,Female,32,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
6,Male,36,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
6,Male,44,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
4,Female,31,9,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
9,Male,54,5,NA,5
5,Male,36,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",6
3,Female,40,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
5,Male,56,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
1,Male,64,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
7,Female,58,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",6
8,Male,66,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",8
9,Male,53,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",2
7,Male,56,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
5,Male,38,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
7,Male,50,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
8,Female,25,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
6,Male,43,3,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",4
4,Female,34,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
9,Male,50,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
3,Male,47,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",9
5,Male,75,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
5,Female,19,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Male,58,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Right
3,Male,45,3,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Right
5,Male,26,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Left
8,Female,56,2,Other,Left
